seed_type,seed_name,difficulty,base_yield,growth_days,ideal_temp,ideal_humidity,avg_temp,avg_humidity,temp_deviation,humidity_deviation,watering_consistency,temp_stress_days,humidity_stress_days,missed_watering_days,max_temp,min_temp,max_humidity,min_humidity,latest_height,latest_density,avg_height,avg_density,final_yield,yield_efficiency,daily_logs_json
purple-basil,Purple Basil,Medium,50.0,12,22.0,50.0,21.33,50.02,1.67,6.01,0.92,1,1,1,24.5,15.0,71.6,38.1,5.11,0.708,3.71,0.497,15.0,0.3,"[{""day"": 1, ""temperature"": 22.7, ""humidity"": 48.5, ""watered"": true, ""canopy_height"": 0.37, ""canopy_density"": 0.195, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 20.7, ""humidity"": 43.3, ""watered"": true, ""canopy_height"": 0.48, ""canopy_density"": 0.263, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 21.7, ""humidity"": 46.5, ""watered"": true, ""canopy_height"": 1.45, ""canopy_density"": 0.393, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 24.5, ""humidity"": 38.1, ""watered"": false, ""canopy_height"": 1.78, ""canopy_density"": 0.324, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 23.0, ""humidity"": 46.4, ""watered"": true, ""canopy_height"": 2.66, ""canopy_density"": 0.382, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 20.9, ""humidity"": 46.4, ""watered"": true, ""canopy_height"": 3.7, ""canopy_density"": 0.363, ""phase"": ""light""}, {""day"": 7, ""temperature"": 23.7, ""humidity"": 47.5, ""watered"": true, ""canopy_height"": 4.4, ""canopy_density"": 0.461, ""phase"": ""light""}, {""day"": 8, ""temperature"": 21.1, ""humidity"": 57.4, ""watered"": true, ""canopy_height"": 5.41, ""canopy_density"": 0.598, ""phase"": ""light""}, {""day"": 9, ""temperature"": 19.5, ""humidity"": 51.0, ""watered"": true, ""canopy_height"": 6.02, ""canopy_density"": 0.666, ""phase"": ""light""}, {""day"": 10, ""temperature"": 21.1, ""humidity"": 56.2, ""watered"": true, ""canopy_height"": 6.29, ""canopy_density"": 0.752, ""phase"": ""light""}, {""day"": 11, ""temperature"": 22.1, ""humidity"": 47.4, ""watered"": true, ""canopy_height"": 6.86, ""canopy_density"": 0.861, ""phase"": ""light""}, {""day"": 12, ""temperature"": 15.0, ""humidity"": 71.6, ""watered"": true, ""canopy_height"": 5.11, ""canopy_density"": 0.708, ""phase"": ""light""}]"
groundnut,Groundnut,Medium,150.0,7,22.0,50.0,20.4,47.3,2.09,4.56,1.0,1,0,0,23.7,15.0,54.1,41.7,6.48,0.966,4.02,0.56,128.7,0.858,"[{""day"": 1, ""temperature"": 19.4, ""humidity"": 43.3, ""watered"": true, ""canopy_height"": 1.58, ""canopy_density"": 0.155, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 23.7, ""humidity"": 41.7, ""watered"": true, ""canopy_height"": 2.39, ""canopy_density"": 0.319, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 21.5, ""humidity"": 44.8, ""watered"": true, ""canopy_height"": 3.06, ""canopy_density"": 0.542, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 21.8, ""humidity"": 54.1, ""watered"": true, ""canopy_height"": 4.74, ""canopy_density"": 0.543, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 15.0, ""humidity"": 52.4, ""watered"": true, ""canopy_height"": 3.92, ""canopy_density"": 0.53, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 20.7, ""humidity"": 44.8, ""watered"": true, ""canopy_height"": 5.98, ""canopy_density"": 0.864, ""phase"": ""light""}, {""day"": 7, ""temperature"": 20.7, ""humidity"": 50.0, ""watered"": true, ""canopy_height"": 6.48, ""canopy_density"": 0.966, ""phase"": ""light""}]"
sesbania,Sesbania,Medium,150.0,10,22.0,50.0,21.92,48.85,1.0,3.41,1.0,0,0,0,24.0,20.4,57.6,36.5,7.19,0.956,4.12,0.543,154.9,1.033,"[{""day"": 1, ""temperature"": 20.4, ""humidity"": 49.8, ""watered"": true, ""canopy_height"": 0.79, ""canopy_density"": 0.113, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.6, ""humidity"": 36.5, ""watered"": true, ""canopy_height"": 1.43, ""canopy_density"": 0.237, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 24.0, ""humidity"": 50.3, ""watered"": true, ""canopy_height"": 2.19, ""canopy_density"": 0.401, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.9, ""humidity"": 44.4, ""watered"": true, ""canopy_height"": 3.02, ""canopy_density"": 0.349, ""phase"": ""light""}, {""day"": 5, ""temperature"": 20.9, ""humidity"": 52.4, ""watered"": true, ""canopy_height"": 3.81, ""canopy_density"": 0.5, ""phase"": ""light""}, {""day"": 6, ""temperature"": 23.1, ""humidity"": 57.6, ""watered"": true, ""canopy_height"": 4.68, ""canopy_density"": 0.556, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.1, ""humidity"": 48.9, ""watered"": true, ""canopy_height"": 5.46, ""canopy_density"": 0.675, ""phase"": ""light""}, {""day"": 8, ""temperature"": 22.1, ""humidity"": 50.4, ""watered"": true, ""canopy_height"": 6.01, ""canopy_density"": 0.801, ""phase"": ""light""}, {""day"": 9, ""temperature"": 21.7, ""humidity"": 50.6, ""watered"": true, ""canopy_height"": 6.58, ""canopy_density"": 0.84, ""phase"": ""light""}, {""day"": 10, ""temperature"": 23.4, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 7.19, ""canopy_density"": 0.956, ""phase"": ""light""}]"
chickpea,Chickpea,Medium,250.0,7,22.0,50.0,22.36,46.96,1.64,4.44,1.0,0,0,0,24.2,20.0,53.8,40.5,6.45,0.943,3.98,0.546,252.2,1.009,"[{""day"": 1, ""temperature"": 23.7, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 1.91, ""canopy_density"": 0.181, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 24.2, ""humidity"": 43.3, ""watered"": true, ""canopy_height"": 2.56, ""canopy_density"": 0.287, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 20.3, ""humidity"": 40.5, ""watered"": true, ""canopy_height"": 3.23, ""canopy_density"": 0.414, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.9, ""humidity"": 40.9, ""watered"": true, ""canopy_height"": 4.36, ""canopy_density"": 0.59, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 20.0, ""humidity"": 50.2, ""watered"": true, ""canopy_height"": 5.04, ""canopy_density"": 0.725, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 24.2, ""humidity"": 53.8, ""watered"": true, ""canopy_height"": 4.28, ""canopy_density"": 0.68, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 21.2, ""humidity"": 49.1, ""watered"": true, ""canopy_height"": 6.45, ""canopy_density"": 0.943, ""phase"": ""blackout""}]"
palak,Palak,Medium,30.0,14,22.0,50.0,21.55,54.23,2.25,10.34,0.86,4,4,2,26.9,15.0,76.7,35.8,4.81,0.633,2.89,0.38,9.0,0.3,"[{""day"": 1, ""temperature"": 22.3, ""humidity"": 66.5, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.092, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.3, ""humidity"": 62.0, ""watered"": true, ""canopy_height"": 0.66, ""canopy_density"": 0.182, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 26.9, ""humidity"": 47.0, ""watered"": true, ""canopy_height"": 0.55, ""canopy_density"": 0.172, ""phase"": ""light""}, {""day"": 4, ""temperature"": 19.9, ""humidity"": 53.0, ""watered"": true, ""canopy_height"": 0.99, ""canopy_density"": 0.255, ""phase"": ""light""}, {""day"": 5, ""temperature"": 20.1, ""humidity"": 48.3, ""watered"": true, ""canopy_height"": 1.81, ""canopy_density"": 0.268, ""phase"": ""light""}, {""day"": 6, ""temperature"": 18.6, ""humidity"": 76.7, ""watered"": false, ""canopy_height"": 1.86, ""canopy_density"": 0.349, ""phase"": ""light""}, {""day"": 7, ""temperature"": 22.4, ""humidity"": 69.2, ""watered"": true, ""canopy_height"": 2.76, ""canopy_density"": 0.269, ""phase"": ""light""}, {""day"": 8, ""temperature"": 23.5, ""humidity"": 57.7, ""watered"": false, ""canopy_height"": 3.5, ""canopy_density"": 0.449, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.2, ""humidity"": 50.6, ""watered"": true, ""canopy_height"": 5.03, ""canopy_density"": 0.565, ""phase"": ""light""}, {""day"": 10, ""temperature"": 15.0, ""humidity"": 47.2, ""watered"": true, ""canopy_height"": 4.31, ""canopy_density"": 0.481, ""phase"": ""light""}, {""day"": 11, ""temperature"": 19.9, ""humidity"": 35.8, ""watered"": true, ""canopy_height"": 4.41, ""canopy_density"": 0.454, ""phase"": ""light""}, {""day"": 12, ""temperature"": 23.6, ""humidity"": 66.3, ""watered"": true, ""canopy_height"": 4.72, ""canopy_density"": 0.555, ""phase"": ""light""}, {""day"": 13, ""temperature"": 25.7, ""humidity"": 36.6, ""watered"": true, ""canopy_height"": 4.97, ""canopy_density"": 0.596, ""phase"": ""light""}, {""day"": 14, ""temperature"": 20.3, ""humidity"": 42.3, ""watered"": true, ""canopy_height"": 4.81, ""canopy_density"": 0.633, ""phase"": ""light""}]"
chia-/-sabja,Chia / Sabja,Medium,150.0,8,22.0,50.0,22.12,53.14,0.95,3.36,1.0,0,0,0,23.8,20.3,57.3,49.1,6.76,0.915,4.09,0.571,142.7,0.951,"[{""day"": 1, ""temperature"": 22.6, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 1.44, ""canopy_density"": 0.209, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 20.3, ""humidity"": 54.9, ""watered"": true, ""canopy_height"": 2.06, ""canopy_density"": 0.337, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 23.8, ""humidity"": 50.3, ""watered"": true, ""canopy_height"": 2.95, ""canopy_density"": 0.433, ""phase"": ""light""}, {""day"": 4, ""temperature"": 22.3, ""humidity"": 52.1, ""watered"": true, ""canopy_height"": 3.26, ""canopy_density"": 0.515, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.1, ""humidity"": 49.1, ""watered"": true, ""canopy_height"": 4.72, ""canopy_density"": 0.626, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.6, ""humidity"": 57.3, ""watered"": true, ""canopy_height"": 5.24, ""canopy_density"": 0.694, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.3, ""humidity"": 57.0, ""watered"": true, ""canopy_height"": 6.28, ""canopy_density"": 0.837, ""phase"": ""light""}, {""day"": 8, ""temperature"": 23.0, ""humidity"": 53.5, ""watered"": true, ""canopy_height"": 6.76, ""canopy_density"": 0.915, ""phase"": ""light""}]"
fenugreek,Fenugreek,Medium,300.0,10,22.0,50.0,22.84,53.26,1.1,7.36,1.0,0,2,0,24.9,21.2,72.7,41.0,7.3,0.93,4.02,0.543,270.5,0.902,"[{""day"": 1, ""temperature"": 24.6, ""humidity"": 56.4, ""watered"": true, ""canopy_height"": 0.8, ""canopy_density"": 0.168, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.8, ""humidity"": 72.7, ""watered"": true, ""canopy_height"": 0.34, ""canopy_density"": 0.057, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.8, ""humidity"": 53.3, ""watered"": true, ""canopy_height"": 2.27, ""canopy_density"": 0.365, ""phase"": ""light""}, {""day"": 4, ""temperature"": 21.8, ""humidity"": 47.0, ""watered"": true, ""canopy_height"": 2.83, ""canopy_density"": 0.468, ""phase"": ""light""}, {""day"": 5, ""temperature"": 24.9, ""humidity"": 48.2, ""watered"": true, ""canopy_height"": 3.93, ""canopy_density"": 0.459, ""phase"": ""light""}, {""day"": 6, ""temperature"": 21.8, ""humidity"": 54.1, ""watered"": true, ""canopy_height"": 4.68, ""canopy_density"": 0.68, ""phase"": ""light""}, {""day"": 7, ""temperature"": 24.6, ""humidity"": 66.6, ""watered"": true, ""canopy_height"": 5.17, ""canopy_density"": 0.605, ""phase"": ""light""}, {""day"": 8, ""temperature"": 22.0, ""humidity"": 41.0, ""watered"": true, ""canopy_height"": 6.08, ""canopy_density"": 0.801, ""phase"": ""light""}, {""day"": 9, ""temperature"": 21.2, ""humidity"": 48.3, ""watered"": true, ""canopy_height"": 6.79, ""canopy_density"": 0.898, ""phase"": ""light""}, {""day"": 10, ""temperature"": 21.9, ""humidity"": 45.0, ""watered"": true, ""canopy_height"": 7.3, ""canopy_density"": 0.93, ""phase"": ""light""}]"
peas,Peas,Medium,250.0,7,22.0,50.0,22.09,48.89,0.14,1.97,1.0,0,0,0,22.3,21.9,51.6,43.5,6.94,1.0,4.35,0.599,248.7,0.995,"[{""day"": 1, ""temperature"": 22.3, ""humidity"": 51.6, ""watered"": true, ""canopy_height"": 2.0, ""canopy_density"": 0.238, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.9, ""humidity"": 49.5, ""watered"": true, ""canopy_height"": 2.58, ""canopy_density"": 0.367, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.0, ""humidity"": 47.8, ""watered"": true, ""canopy_height"": 3.32, ""canopy_density"": 0.39, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.1, ""humidity"": 51.4, ""watered"": true, ""canopy_height"": 3.85, ""canopy_density"": 0.55, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 22.3, ""humidity"": 49.5, ""watered"": true, ""canopy_height"": 5.56, ""canopy_density"": 0.741, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 22.1, ""humidity"": 43.5, ""watered"": true, ""canopy_height"": 6.2, ""canopy_density"": 0.909, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 21.9, ""humidity"": 48.9, ""watered"": true, ""canopy_height"": 6.94, ""canopy_density"": 1.0, ""phase"": ""blackout""}]"
sesbania,Sesbania,Medium,150.0,10,22.0,50.0,22.41,50.17,1.77,10.49,1.0,2,3,0,24.9,18.7,69.9,31.2,4.94,0.713,3.12,0.413,126.3,0.842,"[{""day"": 1, ""temperature"": 24.0, ""humidity"": 53.8, ""watered"": true, ""canopy_height"": 0.48, ""canopy_density"": 0.142, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 24.9, ""humidity"": 65.5, ""watered"": true, ""canopy_height"": 1.27, ""canopy_density"": 0.11, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 24.0, ""humidity"": 42.7, ""watered"": true, ""canopy_height"": 1.36, ""canopy_density"": 0.206, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.8, ""humidity"": 31.2, ""watered"": true, ""canopy_height"": 2.13, ""canopy_density"": 0.316, ""phase"": ""light""}, {""day"": 5, ""temperature"": 18.7, ""humidity"": 40.7, ""watered"": true, ""canopy_height"": 2.83, ""canopy_density"": 0.312, ""phase"": ""light""}, {""day"": 6, ""temperature"": 23.2, ""humidity"": 62.1, ""watered"": true, ""canopy_height"": 3.2, ""canopy_density"": 0.43, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.7, ""humidity"": 69.9, ""watered"": true, ""canopy_height"": 4.1, ""canopy_density"": 0.605, ""phase"": ""light""}, {""day"": 8, ""temperature"": 22.0, ""humidity"": 52.0, ""watered"": true, ""canopy_height"": 5.88, ""canopy_density"": 0.744, ""phase"": ""light""}, {""day"": 9, ""temperature"": 18.8, ""humidity"": 43.8, ""watered"": true, ""canopy_height"": 4.96, ""canopy_density"": 0.555, ""phase"": ""light""}, {""day"": 10, ""temperature"": 24.0, ""humidity"": 40.0, ""watered"": true, ""canopy_height"": 4.94, ""canopy_density"": 0.713, ""phase"": ""light""}]"
cow-pea,Cow Pea,Medium,400.0,7,22.0,50.0,22.67,49.84,2.67,9.93,0.71,3,2,2,25.3,15.0,67.4,41.5,3.5,0.399,2.87,0.339,302.5,0.756,"[{""day"": 1, ""temperature"": 25.3, ""humidity"": 43.6, ""watered"": true, ""canopy_height"": 1.3, ""canopy_density"": 0.114, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 23.2, ""humidity"": 41.5, ""watered"": true, ""canopy_height"": 1.55, ""canopy_density"": 0.258, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 25.2, ""humidity"": 44.8, ""watered"": true, ""canopy_height"": 2.58, ""canopy_density"": 0.313, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 24.3, ""humidity"": 42.8, ""watered"": false, ""canopy_height"": 3.32, ""canopy_density"": 0.376, ""phase"": ""light""}, {""day"": 5, ""temperature"": 22.0, ""humidity"": 42.0, ""watered"": false, ""canopy_height"": 3.49, ""canopy_density"": 0.415, ""phase"": ""light""}, {""day"": 6, ""temperature"": 23.7, ""humidity"": 66.8, ""watered"": true, ""canopy_height"": 4.33, ""canopy_density"": 0.498, ""phase"": ""light""}, {""day"": 7, ""temperature"": 15.0, ""humidity"": 67.4, ""watered"": true, ""canopy_height"": 3.5, ""canopy_density"": 0.399, ""phase"": ""light""}]"
red-amaranthus,Red Amaranthus,Medium,150.0,30,22.0,50.0,22.05,51.31,2.71,12.85,0.77,13,10,7,28.0,17.0,82.7,25.0,3.95,0.484,2.23,0.326,45.0,0.3,"[{""day"": 1, ""temperature"": 22.7, ""humidity"": 47.0, ""watered"": true, ""canopy_height"": 0.11, ""canopy_density"": 0.075, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 27.7, ""humidity"": 68.9, ""watered"": true, ""canopy_height"": 0.36, ""canopy_density"": 0.116, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 25.4, ""humidity"": 45.4, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.117, ""phase"": ""light""}, {""day"": 4, ""temperature"": 20.6, ""humidity"": 48.3, ""watered"": false, ""canopy_height"": 0.14, ""canopy_density"": 0.21, ""phase"": ""light""}, {""day"": 5, ""temperature"": 17.0, ""humidity"": 26.4, ""watered"": true, ""canopy_height"": 0.12, ""canopy_density"": 0.109, ""phase"": ""light""}, {""day"": 6, ""temperature"": 23.4, ""humidity"": 25.0, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.104, ""phase"": ""light""}, {""day"": 7, ""temperature"": 21.3, ""humidity"": 25.0, ""watered"": true, ""canopy_height"": 0.12, ""canopy_density"": 0.214, ""phase"": ""light""}, {""day"": 8, ""temperature"": 26.7, ""humidity"": 52.4, ""watered"": false, ""canopy_height"": 0.1, ""canopy_density"": 0.259, ""phase"": ""light""}, {""day"": 9, ""temperature"": 19.9, ""humidity"": 78.2, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.25, ""phase"": ""light""}, {""day"": 10, ""temperature"": 24.9, ""humidity"": 47.2, ""watered"": false, ""canopy_height"": 0.18, ""canopy_density"": 0.304, ""phase"": ""light""}, {""day"": 11, ""temperature"": 20.7, ""humidity"": 67.7, ""watered"": true, ""canopy_height"": 0.14, ""canopy_density"": 0.303, ""phase"": ""light""}, {""day"": 12, ""temperature"": 18.6, ""humidity"": 25.0, ""watered"": true, ""canopy_height"": 0.49, ""canopy_density"": 0.188, ""phase"": ""light""}, {""day"": 13, ""temperature"": 17.0, ""humidity"": 49.3, ""watered"": true, ""canopy_height"": 1.34, ""canopy_density"": 0.331, ""phase"": ""light""}, {""day"": 14, ""temperature"": 21.4, ""humidity"": 82.7, ""watered"": true, ""canopy_height"": 1.63, ""canopy_density"": 0.314, ""phase"": ""light""}, {""day"": 15, ""temperature"": 23.7, ""humidity"": 39.4, ""watered"": true, ""canopy_height"": 3.02, ""canopy_density"": 0.532, ""phase"": ""light""}, {""day"": 16, ""temperature"": 19.5, ""humidity"": 61.4, ""watered"": true, ""canopy_height"": 3.53, ""canopy_density"": 0.442, ""phase"": ""light""}, {""day"": 17, ""temperature"": 21.4, ""humidity"": 42.1, ""watered"": true, ""canopy_height"": 3.54, ""canopy_density"": 0.367, ""phase"": ""light""}, {""day"": 18, ""temperature"": 18.8, ""humidity"": 57.0, ""watered"": true, ""canopy_height"": 4.62, ""canopy_density"": 0.429, ""phase"": ""light""}, {""day"": 19, ""temperature"": 21.7, ""humidity"": 64.9, ""watered"": true, ""canopy_height"": 4.06, ""canopy_density"": 0.348, ""phase"": ""light""}, {""day"": 20, ""temperature"": 28.0, ""humidity"": 52.6, ""watered"": false, ""canopy_height"": 4.25, ""canopy_density"": 0.465, ""phase"": ""light""}, {""day"": 21, ""temperature"": 21.2, ""humidity"": 36.0, ""watered"": true, ""canopy_height"": 3.97, ""canopy_density"": 0.401, ""phase"": ""light""}, {""day"": 22, ""temperature"": 18.3, ""humidity"": 42.2, ""watered"": true, ""canopy_height"": 4.2, ""canopy_density"": 0.398, ""phase"": ""light""}, {""day"": 23, ""temperature"": 25.3, ""humidity"": 66.1, ""watered"": false, ""canopy_height"": 3.95, ""canopy_density"": 0.503, ""phase"": ""light""}, {""day"": 24, ""temperature"": 27.5, ""humidity"": 61.6, ""watered"": true, ""canopy_height"": 4.41, ""canopy_density"": 0.394, ""phase"": ""light""}, {""day"": 25, ""temperature"": 19.8, ""humidity"": 58.8, ""watered"": true, ""canopy_height"": 4.14, ""canopy_density"": 0.471, ""phase"": ""light""}, {""day"": 26, ""temperature"": 18.3, ""humidity"": 38.6, ""watered"": false, ""canopy_height"": 3.89, ""canopy_density"": 0.475, ""phase"": ""light""}, {""day"": 27, ""temperature"": 20.9, ""humidity"": 62.2, ""watered"": false, ""canopy_height"": 3.87, ""canopy_density"": 0.433, ""phase"": ""light""}, {""day"": 28, ""temperature"": 24.4, ""humidity"": 55.0, ""watered"": true, ""canopy_height"": 3.57, ""canopy_density"": 0.442, ""phase"": ""light""}, {""day"": 29, ""temperature"": 19.7, ""humidity"": 72.9, ""watered"": true, ""canopy_height"": 2.99, ""canopy_density"": 0.305, ""phase"": ""light""}, {""day"": 30, ""temperature"": 25.8, ""humidity"": 40.1, ""watered"": true, ""canopy_height"": 3.95, ""canopy_density"": 0.484, ""phase"": ""light""}]"
dew-gram,Dew Gram,Medium,250.0,5,22.0,50.0,22.0,54.7,1.64,5.62,1.0,1,1,0,24.2,18.5,66.6,47.7,5.05,0.874,3.86,0.601,253.1,1.012,"[{""day"": 1, ""temperature"": 24.2, ""humidity"": 66.6, ""watered"": true, ""canopy_height"": 2.14, ""canopy_density"": 0.246, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 18.5, ""humidity"": 52.7, ""watered"": true, ""canopy_height"": 3.29, ""canopy_density"": 0.457, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 23.3, ""humidity"": 55.8, ""watered"": true, ""canopy_height"": 4.15, ""canopy_density"": 0.666, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.6, ""humidity"": 50.7, ""watered"": true, ""canopy_height"": 4.69, ""canopy_density"": 0.76, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 21.4, ""humidity"": 47.7, ""watered"": true, ""canopy_height"": 5.05, ""canopy_density"": 0.874, ""phase"": ""light""}]"
radish-purple,Radish (Purple),Medium,200.0,7,22.0,50.0,23.97,47.63,2.94,8.31,0.43,3,0,4,26.7,19.1,63.6,36.6,3.82,0.65,2.89,0.395,72.6,0.363,"[{""day"": 1, ""temperature"": 24.6, ""humidity"": 57.2, ""watered"": false, ""canopy_height"": 1.64, ""canopy_density"": 0.2, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.5, ""humidity"": 36.6, ""watered"": true, ""canopy_height"": 1.96, ""canopy_density"": 0.198, ""phase"": ""light""}, {""day"": 3, ""temperature"": 26.7, ""humidity"": 46.5, ""watered"": true, ""canopy_height"": 2.61, ""canopy_density"": 0.289, ""phase"": ""light""}, {""day"": 4, ""temperature"": 19.1, ""humidity"": 44.6, ""watered"": false, ""canopy_height"": 2.88, ""canopy_density"": 0.349, ""phase"": ""light""}, {""day"": 5, ""temperature"": 23.9, ""humidity"": 63.6, ""watered"": true, ""canopy_height"": 3.39, ""canopy_density"": 0.538, ""phase"": ""light""}, {""day"": 6, ""temperature"": 25.6, ""humidity"": 43.1, ""watered"": false, ""canopy_height"": 3.9, ""canopy_density"": 0.541, ""phase"": ""light""}, {""day"": 7, ""temperature"": 26.4, ""humidity"": 41.8, ""watered"": false, ""canopy_height"": 3.82, ""canopy_density"": 0.65, ""phase"": ""light""}]"
